,address,commission_district,date_and_time,flood_depth_measured_here,flood_type,has_this_location_flooded,municipality,flood_depth_measured_here_other,what_properties_are_flooded_oth,water_depth_in_inches,what_properties_are_flooded,zip_code,temperature,atmospheric_pressure,air_humidity,wind_speed,wind_gust,wind_direction,longitude,latitude,horizontal_accuracy,date,geometry
767,"3750 NW 11 ST, COCONUT CREEK, FL, 33066",2,"Wed, 12 Apr 2023 18:23:00 GMT",road,rainfall_storm_hurricane,don't_know,COCONUT CREEK,,,3.0,"private,public",33066,70.376,1014.0,92.0,23.0181126,32.211936,60.0,-80.1745542704407,26.2424385255594,,2023-04-12 18:23:00,POINT (-80.17455427 26.2424385260001)
768,"9741 NW 18 MNR, PLANTATION, FL, 33322",9,"Wed, 12 Apr 2023 19:23:00 GMT",parking_lot,high_tide_tidal_flooding,don't_know,PLANTATION,,,5.0,private,33322,71.24,1013.0,84.0,14.9651286,18.4100162,80.0,-80.2814991329619,26.1489492873051,5.3676126293334,2023-04-12 19:23:00,POINT (-80.281499133 26.148949287)
769,"5641 FARRAGUT ST, HOLLYWOOD, FL, 33021",7,"Wed, 12 Apr 2023 19:30:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,HOLLYWOOD,,,6.0,"private,public",33021,71.672,1013.0,94.0,18.4100162,23.0181126,100.0,-80.2021653591636,26.0344584734395,,2023-04-12 19:30:00,POINT (-80.2021653589999 26.034458473)
770,"8840 NW 13 ST, PLANTATION, FL, 33322",9,"Wed, 12 Apr 2023 19:37:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,PLANTATION,,,3.0,private,33322,71.222,1013.0,89.0,20.7140644,29.9302572,100.0,-80.2677339596058,26.1415190185148,,2023-04-12 19:37:00,POINT (-80.26773396 26.141519019)
771,"13000 SW 7 PL, DAVIE, FL, 33325",5,"Wed, 12 Apr 2023 19:52:00 GMT",private_yard,rainfall_storm_hurricane,often,DAVIE,,,5.0,private,33325,71.024,1013.0,87.0,18.4100162,23.0181126,100.0,-80.3216879166463,26.1100215917637,,2023-04-12 19:52:00,POINT (-80.321687917 26.1100215920001)
772,"380 CAMERON DR, WESTON, FL, 33326",1,"Wed, 12 Apr 2023 19:55:00 GMT",road,rainfall_storm_hurricane,sometimes,WESTON,,,10.0,private,33326,70.862,1013.0,83.0,8.052984,0.0,40.0,-80.3898019624827,26.1204969958032,,2023-04-12 19:55:00,POINT (-80.389801962 26.120496996)
773,"8840 NW 13 ST, PLANTATION, FL, 33322",9,"Wed, 12 Apr 2023 20:18:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,PLANTATION,,,4.0,private,33322,71.294,1013.0,86.0,24.158952,32.211936,70.0,-80.2677339596058,26.1415190185148,,2023-04-12 20:18:00,POINT (-80.26773396 26.141519019)
774,"5200 JACKSON ST, HOLLYWOOD, FL, 33021",6,"Wed, 12 Apr 2023 20:23:00 GMT",road,rainfall_storm_hurricane,sometimes,HOLLYWOOD,,,6.0,public,33021,71.222,1013.0,93.0,23.0181126,29.9302572,50.0,-80.195940025242,26.0071449987623,,2023-04-12 20:23:00,POINT (-80.195940025 26.007144999)
775,"12490 SW 5 CT, DAVIE, FL, 33325",5,"Wed, 12 Apr 2023 20:36:00 GMT",storm_drain,rainfall_storm_hurricane,sometimes,DAVIE,,,2.0,private,33325,71.348,1013.0,95.0,16.105968,23.0181126,60.0,-80.3155340999986,26.1124434999996,50.3390007019043,2023-04-12 20:36:00,POINT (-80.3155341 26.1124435)
776,"1515 SE 17 ST, FORT LAUDERDALE, FL, 33316",4,"Wed, 12 Apr 2023 21:17:00 GMT",parking_lot,both_hightide_heavyrain,don't_know,FORT LAUDERDALE,,,12.0,commercial,33316,71.132,1013.0,95.0,34.5159842,49.4811128,100.0,-80.1259163919858,26.1014535552676,4.76005379987988,2023-04-12 21:17:00,POINT (-80.125916392 26.101453555)
777,"4101 N 36 AVE, HOLLYWOOD, FL, 33021",6,"Wed, 12 Apr 2023 21:32:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,HOLLYWOOD,,,4.0,"private,public",33021,71.042,1013.0,95.0,19.573225,29.9302572,80.0,-80.180163020352,26.0465220064141,,2023-04-12 21:32:00,POINT (-80.18016302 26.046522006)
778,"2229 N 25 AVE, HOLLYWOOD, FL, 33020",6,"Wed, 12 Apr 2023 21:48:00 GMT",road,rainfall_storm_hurricane,sometimes,HOLLYWOOD,,,20.0,"private,public",33020,71.258,1013.0,94.0,17.2691768,25.3221608,70.0,-80.1572472827285,26.031339995935,,2023-04-12 21:48:00,POINT (-80.1572472829999 26.031339996)
779,"821 SW 14 ST, FORT LAUDERDALE, FL, 33315",8,"Wed, 12 Apr 2023 22:05:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,FORT LAUDERDALE,,,12.0,private,33315,71.294,1013.0,94.0,12.6610804,0.0,80.0,-80.1520012971747,26.1048222798999,4.58272646303878,2023-04-12 22:05:00,POINT (-80.152001297 26.1048222800001)
780,"420 NW 12 AVE, FORT LAUDERDALE, FL, 33311",8,"Wed, 12 Apr 2023 22:07:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,FORT LAUDERDALE,,,4.0,"private,public",33311,71.312,1013.0,92.0,12.6610804,0.0,80.0,-80.1570853288128,26.1265808925637,,2023-04-12 22:07:00,POINT (-80.157085329 26.126580893)
781,"116 N 13 AVE, HOLLYWOOD, FL, 33019",6,"Wed, 12 Apr 2023 22:07:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,HOLLYWOOD,,,9.0,private,33019,71.24,1013.0,93.0,8.052984,16.105968,130.0,-80.1328853707272,26.0124879974076,35.0,2023-04-12 22:07:00,POINT (-80.132885371 26.0124879970001)
782,"3674 RIVERLAND RD, FORT LAUDERDALE, FL, 33312",6,"Wed, 12 Apr 2023 22:17:00 GMT",road,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,3.0,public,33312,71.474,1013.0,96.0,12.6610804,0.0,80.0,-80.1962409437701,26.0917148270765,,2023-04-12 22:17:00,POINT (-80.1962409439999 26.091714827)
783,"5230 HOLLYWOOD BLVD, HOLLYWOOD, FL, 33021",6,"Wed, 12 Apr 2023 22:19:00 GMT",parking_lot,rainfall_storm_hurricane,don't_know,HOLLYWOOD,,,12.0,private,33021,71.402,1013.0,94.0,9.2161928,0.0,160.0,-80.196518041285,26.0099319815682,,2023-04-12 22:19:00,POINT (-80.196518041 26.0099319820001)
784,"151 SW 2 ST, FORT LAUDERDALE, FL, 33301",8,"Wed, 12 Apr 2023 22:18:00 GMT",parking_lot,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,4.0,commercial,33301,71.528,1013.0,92.0,12.6610804,0.0,80.0,-80.1453958999986,26.12126,68.6080017089844,2023-04-12 22:18:00,POINT (-80.1453959 26.12126)
785,"1116 PONCE DE LEON DR, FORT LAUDERDALE, FL, 33316",4,"Wed, 12 Apr 2023 22:21:00 GMT",storm_drain,rainfall_storm_hurricane,often,FORT LAUDERDALE,,,36.0,private,33316,71.51,1013.0,92.0,12.6610804,0.0,80.0,-80.1313100119975,26.1097072872515,,2023-04-12 22:21:00,POINT (-80.131310012 26.109707287)
786,"1872 NW 94 AVE, PLANTATION, FL, 33322",9,"Wed, 12 Apr 2023 22:27:00 GMT",other,both_hightide_heavyrain,don't_know,PLANTATION,Back lake,Neighborhood ,150.0,other,33322,71.186,1013.0,89.0,8.052984,18.4100162,50.0,-80.2771823169339,26.1492664750576,19.546108438764,2023-04-12 22:27:00,POINT (-80.277182317 26.149266475)
787,"151 SW 2 ST, FORT LAUDERDALE, FL, 33301",8,"Wed, 12 Apr 2023 22:36:00 GMT",parking_lot,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,7.0,public,33301,71.258,1013.0,92.0,8.052984,0.0,140.0,-80.1452718023944,26.121574571462,,2023-04-12 22:36:00,POINT (-80.145271802 26.121574571)
788,"934 JEFFERSON ST, HOLLYWOOD, FL, 33019",6,"Wed, 12 Apr 2023 22:49:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,HOLLYWOOD,,,6.0,public,33019,71.276,1013.0,94.0,11.4978716,0.0,110.0,-80.1244074013817,26.006233412787,11.4049753088745,2023-04-12 22:49:00,POINT (-80.124407401 26.0062334130001)
789,"1051 SW 29 ST, FORT LAUDERDALE, FL, 33315",6,"Wed, 12 Apr 2023 22:59:00 GMT",road,rainfall_storm_hurricane,yes_it_always_floods_here,FORT LAUDERDALE,,,20.0,"commercial,private,public,other",33315,71.294,1013.0,96.0,11.4978716,0.0,110.0,-80.1556469717703,26.0883367510746,35.0,2023-04-12 22:59:00,POINT (-80.1556469719999 26.088336751)
790,"3637 RIVERLAND RD, FORT LAUDERDALE, FL, 33312",6,"Wed, 12 Apr 2023 23:15:00 GMT",road,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,4.0,"private,public",33312,71.222,1013.0,94.0,18.4100162,29.9302572,70.0,-80.1960101079714,26.0918724001811,35.0,2023-04-12 23:15:00,POINT (-80.1960101079999 26.0918724)
791,"20 W LAS OLAS BLVD, FORT LAUDERDALE, FL, 33301",8,"Thu, 13 Apr 2023 00:20:00 GMT",road,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,10.0,public,33301,71.042,1013.0,94.0,14.9651286,20.7140644,70.0,-80.1442303748073,26.1190225747071,41.8947109447628,2023-04-13 00:20:00,POINT (-80.1442303749999 26.119022575)
792,"330 SW 27 AVE, FORT LAUDERDALE, FL, 33312",8,"Thu, 13 Apr 2023 00:25:00 GMT",private_yard,rainfall_storm_hurricane,no_never,FORT LAUDERDALE,,,4.0,private,33312,70.952,1013.0,94.0,14.9651286,20.7140644,70.0,-80.1775040149168,26.1170454258324,,2023-04-13 00:25:00,POINT (-80.177504015 26.1170454260001)
793,"1201 PONCE DE LEON DR, FORT LAUDERDALE, FL, 33316",4,"Wed, 12 Apr 2023 21:00:00 GMT",storm_drain,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,"House, drain, street, yard",48.0,"private,public,other",33316,71.24,1013.0,94.0,17.2691768,27.626209,40.0,-80.1312688509782,26.1101564349178,75.6666666666667,2023-04-12 21:00:00,POINT (-80.131268851 26.1101564350001)
794,"100 SE 1 ST, FORT LAUDERDALE, FL, 33301",4,"Thu, 13 Apr 2023 00:35:00 GMT",road,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,,,12.0,public,33301,71.33,1013.0,94.0,17.2691768,27.626209,40.0,-80.1419098401796,26.1206157221054,,2023-04-13 00:35:00,POINT (-80.14190984 26.120615722)
795,"6590 NW 21 ST, SUNRISE, FL, 33313",9,"Thu, 13 Apr 2023 00:30:00 GMT",road,rainfall_storm_hurricane,once_or_twice,SUNRISE,,,6.0,public,33313,71.132,1013.0,90.0,17.2691768,27.626209,40.0,-80.2374499812441,26.1521492532891,,2023-04-13 00:30:00,POINT (-80.2374499809999 26.1521492530001)
796,"6040 SW 16 ST, PLANTATION, FL, 33317",5,"Thu, 13 Apr 2023 01:01:00 GMT",road,rainfall_storm_hurricane,once_or_twice,PLANTATION,,,12.0,private,33317,71.132,1013.0,89.0,17.2691768,25.3221608,70.0,-80.22977,26.1026,,2023-04-13 01:01:00,POINT (-80.22977 26.1026)
797,"1211 VAN BUREN ST, HOLLYWOOD, FL, 33019",6,"Thu, 13 Apr 2023 00:06:00 GMT",road,both_hightide_heavyrain,no_never,HOLLYWOOD,,,36.0,"private,public",33019,71.384,1013.0,92.0,10.3570322,0.0,360.0,-80.1308320999987,26.0101665999996,30.136999130249,2023-04-13 00:06:00,POINT (-80.1308321 26.0101666)
798,"960 PENNSYLVANIA AVE, FORT LAUDERDALE, FL, 33312",8,"Thu, 13 Apr 2023 01:32:00 GMT",road,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,,12.0,private,33312,71.618,1014.0,95.0,14.9651286,37.9832412,30.0,-80.1942457538831,26.1097098095581,5.2037114929777,2023-04-13 01:32:00,POINT (-80.194245754 26.10970981)
799,"500 SE 12 ST, FORT LAUDERDALE, FL, 33316",4,"Thu, 13 Apr 2023 01:38:00 GMT",road,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,,,15.0,"commercial,private,public,other",33316,71.726,1014.0,95.0,14.9651286,37.9832412,30.0,-80.1377326927614,26.1076291574945,28.49,2023-04-13 01:38:00,POINT (-80.137732693 26.1076291570001)
800,"812 NW 28 CT, WILTON MANORS, FL, 33311",8,"Thu, 13 Apr 2023 01:53:00 GMT",road,rainfall_storm_hurricane,no_never,WILTON MANORS,,,3.0,private,33311,71.6,1014.0,91.0,14.9651286,37.9832412,30.0,-80.1538222939529,26.1618560465638,,2023-04-13 01:53:00,POINT (-80.153822294 26.1618560470001)
801,"1105 NE 13 ST, FORT LAUDERDALE, FL, 33304",4,"Thu, 13 Apr 2023 01:51:00 GMT",road,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,,,12.0,commercial,33304,71.636,1015.0,91.0,14.9651286,37.9832412,30.0,-80.1322644394,26.1426158798763,35.0,2023-04-13 01:51:00,POINT (-80.132264439 26.14261588)
802,"801 NW 29 CT, WILTON MANORS, FL, 33311",8,"Thu, 13 Apr 2023 01:55:00 GMT",road,rainfall_storm_hurricane,no_never,WILTON MANORS,,,8.0,"private,public",33311,71.6,1014.0,91.0,19.573225,29.9302572,80.0,-80.1534739749652,26.1635887406036,17.8555791492112,2023-04-13 01:55:00,POINT (-80.1534739749999 26.1635887410001)
803,"2208 NW 8 TER, WILTON MANORS, FL, 33311",8,"Thu, 13 Apr 2023 02:05:00 GMT",road,rainfall_storm_hurricane,don't_know,WILTON MANORS,,,18.0,private,33311,71.636,1014.0,92.0,19.573225,29.9302572,80.0,-80.1537931727382,26.1561594728066,12.5921899572175,2023-04-13 02:05:00,POINT (-80.1537931729999 26.156159473)
804,"7912 SW 29 ST, DAVIE, FL, 33328",5,"Thu, 13 Apr 2023 02:19:00 GMT",road,rainfall_storm_hurricane,often,DAVIE,,,48.0,private,33328,71.114,1014.0,87.0,12.6610804,17.2691768,40.0,-80.2534850175741,26.0840250091087,,2023-04-13 02:19:00,POINT (-80.2534850179999 26.0840250090001)
805,"2554 OKEECHOBEE LN, FORT LAUDERDALE, FL, 33312",6,"Thu, 13 Apr 2023 02:33:00 GMT",road,both_hightide_heavyrain,sometimes,FORT LAUDERDALE,,,12.0,private,33312,71.24,1014.0,93.0,16.105968,23.0181126,100.0,-80.19629451144,26.0884569037146,,2023-04-13 02:33:00,POINT (-80.196294511 26.0884569040001)
806,"920 NW 34 TER, LAUDERHILL, FL, 33311",8,"Thu, 13 Apr 2023 02:30:00 GMT",private_yard,both_hightide_heavyrain,no_never,LAUDERHILL,,,5.0,other,33311,71.582,1014.0,91.0,16.105968,23.0181126,100.0,-80.1939520054469,26.1342509864523,,2023-04-13 02:30:00,POINT (-80.193952005 26.134250986)
807,"4248 SW 52 ST, DANIA BEACH, FL, 33314",6,"Thu, 13 Apr 2023 01:52:00 GMT",private_yard,rainfall_storm_hurricane,often,DANIA BEACH,,,15.0,private,33314,71.474,1014.0,94.0,12.6610804,17.2691768,40.0,-80.2035699878836,26.0570630040286,,2023-04-13 01:52:00,POINT (-80.203569988 26.057063004)
808,"1800 SW 24 AVE, FORT LAUDERDALE, FL, 33312",6,"Thu, 13 Apr 2023 03:11:00 GMT",road,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,,15.0,private,33312,71.798,1014.0,94.0,12.6610804,17.2691768,40.0,-80.1736965526081,26.0981826979811,,2023-04-13 03:11:00,POINT (-80.173696553 26.0981826980001)
809,"221 SW 1 AVE, FORT LAUDERDALE, FL, 33301",8,"Thu, 13 Apr 2023 03:51:00 GMT",road,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,,12.0,public,33301,72.302,1014.0,90.0,14.9651286,23.0181126,150.0,-80.1449674554902,26.1195888882648,24.0244426895777,2023-04-13 03:51:00,POINT (-80.144967455 26.1195888880001)
810,"489 W MELROSE CIR, FORT LAUDERDALE, FL, 33312",8,"Thu, 13 Apr 2023 03:41:00 GMT",road,rainfall_storm_hurricane,often,FORT LAUDERDALE,,,5.0,"private,public",33312,72.104,1014.0,92.0,14.9651286,23.0181126,150.0,-80.1948699914826,26.1158760106731,,2023-04-13 03:41:00,POINT (-80.194869991 26.1158760110001)
811,"3315 SW 15 AVE, FORT LAUDERDALE, FL, 33315",6,"Thu, 13 Apr 2023 04:48:00 GMT",other,both_hightide_heavyrain,don't_know,FORT LAUDERDALE,"Everything is flooded streets, apartment, parking lot",The whole property and surrounding areas. ,48.0,other,33315,72.14,1013.0,92.0,14.9651286,0.0,130.0,-80.1614262999987,26.0827961999996,42.5,2023-04-13 04:48:00,POINT (-80.1614263 26.0827962000001)
812,"3541 NW 30 PL, LAUDERDALE LAKES, FL, 33311",9,"Thu, 13 Apr 2023 04:47:00 GMT",parking_lot,rainfall_storm_hurricane,no_never,LAUDERDALE LAKES,,,3.0,private,33311,71.978,1013.0,90.0,14.9651286,0.0,130.0,-80.197720087481,26.1646975689195,35.0,2023-04-13 04:47:00,POINT (-80.197720087 26.1646975690001)
813,"5102 NW 36 ST, LAUDERDALE LAKES, FL, 33319",9,"Thu, 13 Apr 2023 04:54:00 GMT",road,rainfall_storm_hurricane,no_never,LAUDERDALE LAKES,,,9.0,private,33319,71.906,1013.0,87.0,14.9651286,0.0,130.0,-80.2178846714157,26.1713889249665,14.5809868567667,2023-04-13 04:54:00,POINT (-80.217884671 26.171388925)
814,"1012 SW 8 ST, FORT LAUDERDALE, FL, 33315",8,"Thu, 13 Apr 2023 04:56:00 GMT",road,rainfall_storm_hurricane,sometimes,FORT LAUDERDALE,,,18.0,"private,public",33315,72.374,1013.0,92.0,14.9651286,0.0,130.0,-80.1555840112993,26.1117149824797,,2023-04-13 04:56:00,POINT (-80.155584011 26.111714982)
815,"2461 NW 68 AVE, SUNRISE, FL, 33313",9,"Thu, 13 Apr 2023 04:49:00 GMT",other,rainfall_storm_hurricane,often,SUNRISE,Streets swale and private yards,,6.0,private,33313,71.906,1013.0,88.0,14.9651286,0.0,130.0,-80.2395255137068,26.1574060395923,,2023-04-13 04:49:00,POINT (-80.239525514 26.1574060400001)
816,"4864 NW 6 ST, PLANTATION, FL, 33317",9,"Thu, 13 Apr 2023 05:23:00 GMT",road,high_tide_tidal_flooding,once_or_twice,PLANTATION,,,5.0,private,33317,72.824,1013.0,92.0,17.2691768,26.4630002,130.0,-80.2157995419221,26.1295309693738,8.47818412085838,2023-04-13 05:23:00,POINT (-80.215799542 26.129530969)
817,"620 SW 28 TER, FORT LAUDERDALE, FL, 33312",8,"Thu, 13 Apr 2023 05:45:00 GMT",private_yard,both_hightide_heavyrain,yes_it_always_floods_here,FORT LAUDERDALE,,,3.0,public,33312,72.986,1013.0,92.0,14.9651286,28.7670484,130.0,-80.1811001114476,26.1131592133923,15.8206397263712,2023-04-13 05:45:00,POINT (-80.181100111 26.1131592130001)
818,"4901 NW 57 ST, TAMARAC, FL, 33319",8,"Thu, 13 Apr 2023 10:02:00 GMT",road,rainfall_storm_hurricane,once_or_twice,TAMARAC,,,6.0,private,33319,72.248,1012.0,92.0,10.3570322,0.0,150.0,-80.2151158999987,26.1953166999996,9.84200000762939,2023-04-13 10:02:00,POINT (-80.2151158999999 26.1953167)
819,"1665 SW 29 AVE, FORT LAUDERDALE, FL, 33312",6,"Thu, 13 Apr 2023 10:38:00 GMT",road,both_hightide_heavyrain,sometimes,FORT LAUDERDALE,,,40.0,private,33312,72.104,1012.0,93.0,11.4978716,0.0,150.0,-80.1825686261283,26.0999670797619,4.78329532814081,2023-04-13 10:38:00,POINT (-80.182568626 26.0999670800001)
820,"1150 NW 29 WAY, FORT LAUDERDALE, FL, 33311",8,"Thu, 13 Apr 2023 10:58:00 GMT",road,rainfall_storm_hurricane,once_or_twice,UNINCORPORATED,,Both private and commercial ,12.0,other,33311,71.87,1012.0,91.0,11.4978716,0.0,150.0,-80.1839870122187,26.1390730115301,,2023-04-13 10:58:00,POINT (-80.183987012 26.139073012)
821,"4703 BANYAN LN, TAMARAC, FL, 33319",8,"Thu, 13 Apr 2023 03:00:00 GMT",private_yard,rainfall_storm_hurricane,sometimes,TAMARAC,,,6.0,private,33319,71.546,1013.0,92.0,9.2161928,0.0,160.0,-80.2312568185736,26.1826634511898,,2023-04-13 03:00:00,POINT (-80.231256819 26.1826634510001)
822,"5805 NW 46 LN, TAMARAC, FL, 33319",8,"Thu, 13 Apr 2023 11:29:00 GMT",private_yard,rainfall_storm_hurricane,once_or_twice,TAMARAC,,,5.0,private,33319,72.428,1013.0,91.0,9.2161928,0.0,160.0,-80.2085380257147,26.1965799919314,,2023-04-13 11:29:00,POINT (-80.208538026 26.1965799920001)
823,"2650 SW 13 PL, FORT LAUDERDALE, FL, 33312",6,"Thu, 13 Apr 2023 11:30:00 GMT",road,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,,12.0,private,33312,72.914,1013.0,93.0,9.2161928,0.0,160.0,-80.1770146154739,26.1037904365636,,2023-04-13 11:30:00,POINT (-80.1770146149999 26.1037904370001)
824,"4411 KEAN RD, DAVIE, 33314",5,"Thu, 13 Apr 2023 12:06:00 GMT",road,rainfall_storm_hurricane,often,DAVIE,,,30.0,"commercial,public",33314,79.106,1015.0,69.0,12.6610804,0.0,170.0,-80.2140286300165,26.066159126823,,2023-04-13 12:06:00,POINT (-80.21402863 26.066159127)
825,"4955 SW 45th ST, DAVIE, 33314",5,"Thu, 13 Apr 2023 12:31:00 GMT",road,rainfall_storm_hurricane,often,DAVIE,,,30.0,"commercial,public",33314,79.106,1015.0,69.0,12.6610804,0.0,170.0,-80.2140492724383,26.0669546245825,,2023-04-13 12:31:00,POINT (-80.214049272 26.066954625)
826,"1701 NW 51 AVE, LAUDERHILL, FL, 33313",9,"Thu, 13 Apr 2023 12:44:00 GMT",storm_drain,high_tide_tidal_flooding,yes_it_always_floods_here,LAUDERHILL,,,4.0,private,33313,79.736,1015.0,69.0,12.6610804,0.0,170.0,-80.2181200148876,26.1466492367874,12.4975763177037,2023-04-13 12:44:00,POINT (-80.218120015 26.1466492370001)
827,"4651 SW 42 TER, DANIA BEACH, FL, 33314",6,"Thu, 13 Apr 2023 12:46:00 GMT",other,rainfall_storm_hurricane,no_never,DANIA BEACH,Home,,24.0,"private,public",33314,79.052,1015.0,74.0,12.6610804,0.0,170.0,-80.2031578999986,26.0647406999996,17.136999130249,2023-04-13 12:46:00,POINT (-80.2031578999999 26.0647407000001)
828,"11630 NW 42 ST, SUNRISE, FL, 33323",9,"Thu, 13 Apr 2023 12:45:00 GMT",other,rainfall_storm_hurricane,no_never,SUNRISE,Lake,,48.0,private,33323,79.61,1015.0,68.0,12.6610804,0.0,170.0,-80.3034612721552,26.1769834040012,14.682100974371,2023-04-13 12:45:00,POINT (-80.3034612719999 26.176983404)
829,"2005 NW 46 AVE, LAUDERHILL, FL, 33313",9,"Thu, 13 Apr 2023 13:24:00 GMT",parking_lot,rainfall_storm_hurricane,yes_it_always_floods_here,LAUDERHILL,,,8.0,private,33313,79.466,1015.0,68.0,12.6610804,0.0,170.0,-80.2107120559269,26.1518681582606,11.3526530884595,2023-04-13 13:24:00,POINT (-80.210712056 26.1518681580001)
830,"801 NW 14 TER, FORT LAUDERDALE, FL, 33311",8,"Thu, 13 Apr 2023 13:24:00 GMT",road,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,,,27.0,"private,public",33311,79.232,1015.0,71.0,12.6610804,0.0,170.0,-80.1608337438015,26.132684075048,35.0,2023-04-13 13:24:00,POINT (-80.1608337439999 26.132684075)
831,"2647 THOMAS ST, HOLLYWOOD, FL, 33020",6,"Thu, 13 Apr 2023 13:18:00 GMT",seawall,both_hightide_heavyrain,no_never,HOLLYWOOD,,,30.0,private,33020,80.258,1015.0,72.0,10.3570322,0.0,150.0,-80.1615962999986,26.0316594999996,13.7399997711182,2023-04-13 13:18:00,POINT (-80.1615963 26.0316595)
832,"3118 SW 15 AVE, FORT LAUDERDALE, FL, 33315",6,"Thu, 13 Apr 2023 13:32:00 GMT",other,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,Parking lot/ private yard,,25.0,private,33315,78.98,1015.0,74.0,12.6610804,0.0,170.0,-80.1604959741982,26.0858589904783,,2023-04-13 13:32:00,POINT (-80.160495974 26.0858589900001)
833,"2231 NW 42 AVE, LAUDERHILL, FL, 33313",9,"Thu, 13 Apr 2023 14:20:00 GMT",other,rainfall_storm_hurricane,don't_know,LAUDERHILL,"Private yard,road,swale, storm drain, etc",,7.0,private,33313,79.466,1015.0,72.0,12.6610804,0.0,170.0,-80.20582798878,26.1549329972616,,2023-04-13 14:20:00,POINT (-80.205827989 26.1549329970001)
834,"1116 NW 4 ST, FORT LAUDERDALE, FL, 33311",8,"Thu, 13 Apr 2023 14:20:00 GMT",road,rainfall_storm_hurricane,often,FORT LAUDERDALE,,,4.0,public,33311,79.232,1015.0,71.0,12.6610804,0.0,170.0,-80.1572349947678,26.1254159995007,,2023-04-13 14:20:00,POINT (-80.157234995 26.125416)
835,"1900 RIVERLAND RD, FORT LAUDERDALE, FL, 33312",6,"Thu, 13 Apr 2023 00:40:00 GMT",private_yard,rainfall_storm_hurricane,once_or_twice,FORT LAUDERDALE,,,15.0,private,33312,79.124,1015.0,73.0,12.6610804,0.0,170.0,-80.1756779187434,26.0976592725155,,2023-04-13 00:40:00,POINT (-80.175677919 26.097659273)
836,"2801 NW 24 ST, FORT LAUDERDALE, FL, 33311",8,"Thu, 13 Apr 2023 15:00:00 GMT",storm_drain,both_hightide_heavyrain,yes_it_always_floods_here,FORT LAUDERDALE,,,7.0,public,33311,80.06,1015.0,70.0,10.3570322,0.0,150.0,-80.1813453999986,26.1560050999995,30.1900005340576,2023-04-13 15:00:00,POINT (-80.1813453999999 26.1560051000001)
837,"1755 SW 23 ST, FORT LAUDERDALE, FL, 33315",8,"Wed, 12 Apr 2023 15:04:00 GMT",road,rainfall_storm_hurricane,don't_know,FORT LAUDERDALE,,,36.0,private,33315,79.052,1015.0,73.0,12.6610804,0.0,170.0,-80.1642170362939,26.0940619819304,,2023-04-12 15:04:00,POINT (-80.164217036 26.094061982)
838,"4251 NW 5 ST, PLANTATION, FL, 33317",9,"Thu, 13 Apr 2023 15:17:00 GMT",parking_lot,both_hightide_heavyrain,no_never,PLANTATION,,,5.0,private,33317,79.376,1015.0,69.0,12.6610804,0.0,170.0,-80.2058472999987,26.1287117999996,11.4759998321533,2023-04-13 15:17:00,POINT (-80.2058473 26.1287118000001)
839,"4832 NW 9 ST, PLANTATION, FL, 33317",9,"Thu, 13 Apr 2023 15:41:00 GMT",road,rainfall_storm_hurricane,once_or_twice,PLANTATION,,,3.0,private,33317,79.43,1015.0,69.0,12.6610804,0.0,170.0,-80.215467394613,26.1346562227845,,2023-04-13 15:41:00,POINT (-80.215467395 26.134656223)
840,"5201 SW 28 TER, DANIA BEACH, FL, 33312",6,"Wed, 12 Apr 2023 15:36:00 GMT",private_yard,both_hightide_heavyrain,don't_know,DANIA BEACH,,,24.0,private,33312,78.926,1015.0,75.0,12.6610804,0.0,170.0,-80.1792476217679,26.0570136328531,7.98917726502313,2023-04-12 15:36:00,POINT (-80.1792476219999 26.0570136330001)
841,"1441 PLUNKETT ST, HOLLYWOOD, FL, 33020",6,"Thu, 13 Apr 2023 15:55:00 GMT",road,rainfall_storm_hurricane,once_or_twice,HOLLYWOOD,,Up to my doorstep at the peak of the flood,12.0,other,33020,78.764,1015.0,77.0,12.6610804,0.0,170.0,-80.1360458941907,26.0008727219159,10.0370975948414,2023-04-13 15:55:00,POINT (-80.1360458939999 26.000872722)
