,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
680,W056452-062421,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/24/2021 11:55 AM,"2017 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75212235,-80.28458916,POINT (-80.28458916 25.75212235)
681,W056351-062321,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/23/2021 9:14 AM,"11095 Marin Street, Coral Gables, FL 33156, United States of America",25.6719384,-80.2695427,POINT (-80.2695427 25.6719384)
682,W055142-052621,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,5/26/2021 1:09 PM,"806 Monterey Street, Coral Gables, FL 33134, United States of America",25.7637577,-80.2742488,POINT (-80.2742488 25.7637577)
683,W054664-051721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/17/2021 10:23 AM,"500 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.74465065,-80.26485693,POINT (-80.26485693 25.74465065)
684,W054534-051321,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/13/2021 10:11 AM,"640 Alcazar Avenue, Coral Gables, FL 33134, United States of America",25.752118,-80.26866299,POINT (-80.26866299 25.752118)
685,W054398-051021,(Internal) - Drainage Assessments/Improvements,In Progress,High,PW- Central and Engineering,5/10/2021 6:12 PM,"580 Casuarina Concourse, Coral Gables, FL 33143, United States of America",25.69363483,-80.26424386,POINT (-80.26424386 25.69363483)
686,W054355-051 021,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/10/2021 9:19 AM,"Coral Gables, FL, United States of America",25.70543169,-80.27346447,POINT (-80.27346447 25.70543169)
687,W054329-050721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/7/2021 4:21 PM,"745 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.75463485,-80.27100228,POINT (-80.27100228 25.75463485)
688,W054140-050421,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/4/2021 8:32 AM,"749 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7546433,-80.27115474,POINT (-80.27115474 25.7546433)
689,W053549-042021,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,4/20/2021 9:02 AM,"6505 Castaneda Street, Coral Gables, FL 33146, United States of America",25.7100489,-80.2682844,POINT (-80.2682844 25.7100489)
690,W052955-040621,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/6/2021 4:19 PM,"3416 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7395972,-80.28487407,POINT (-80.28487407 25.7395972)
691,W052860-040521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,4/5/2021 9:45 AM,"426 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.75451335,-80.26406456,POINT (-80.26406456 25.75451335)
692,W051985-031521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/15/2021 10:06 AM,"1021 Matanzas Avenue, Coral Gables, FL 33146, United States of America",25.7139694,-80.27166901,POINT (-80.27166901 25.7139694)
693,W051875-031121,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/11/2021 3:27 PM,"145 South Prospect Drive, Coral Gables, FL 33133, United States of America",25.7089069,-80.2486838,POINT (-80.2486838 25.7089069)
694,W051864-031121,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,3/11/2021 12:30 PM,"647 Zamora Avenue, Coral Gables, FL 33134, United States of America",25.75642775,-80.26900058,POINT (-80.26900058 25.75642775)
695,W051848-031121,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,3/11/2021 8:28 AM,"289 Rada Court, Coral Gables, FL 33143, United States of America",25.7042337,-80.2533385,POINT (-80.2533385 25.7042337)
696,W051742-030921,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/9/2021 11:43 AM,"6328 San Vicente Street, Coral Gables, FL 33146, United States of America",25.71114175,-80.26401184,POINT (-80.26401184 25.71114175)
697,W051660-030721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/7/2021 6:54 AM,"Coral Gables, FL, United States of America",25.7056206,-80.26637005,POINT (-80.26637005 25.7056206)
698,W051641-030521,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/5/2021 9:43 PM,"646 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.7430574,-80.26798775,POINT (-80.26798775 25.7430574)
699,W051581-030521,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/5/2021 9:33 AM,"1422 Medina Avenue, Coral Gables, FL 33134, United States of America",25.76011375,-80.28461957,POINT (-80.28461957 25.76011375)
700,W051519-030421,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,3/4/2021 10:54 AM,"1422 Medina Avenue, Coral Gables, FL 33134, United States of America",25.76011375,-80.28461957,POINT (-80.28461957 25.76011375)
701,W051177-022321,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/23/2021 4:32 PM,"3231 Salzedo Street, Coral Gables, FL 33134, United States of America",25.742065,-80.26020204,POINT (-80.26020204 25.742065)
702,W050955-021821,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/18/2021 10:24 AM,"3311 Monegro Street, Coral Gables, FL 33134, United States of America",25.74086365,-80.2564849,POINT (-80.2564849 25.74086365)
703,W050927-021721,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/17/2021 3:34 PM,"1510 Delgado Avenue, Coral Gables, FL 33146, United States of America",25.71587445,-80.28407205,POINT (-80.28407205 25.71587445)
704,W050865-021621,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/16/2021 2:35 PM,"1253 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7542947,-80.28151339,POINT (-80.28151339 25.7542947)
705,W050790-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 3:24 PM,"2333 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.75037,-80.258574,POINT (-80.258574 25.75037)
706,W050789-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 3:19 PM,"2333 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.75037,-80.258574,POINT (-80.258574 25.75037)
707,W050783-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 2:21 PM,"2417 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7488877,-80.2582616,POINT (-80.2582616 25.7488877)
708,W050782-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 2:05 PM,"2334 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.750365,-80.258756,POINT (-80.258756 25.750365)
709,W050779-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 1:42 PM,"4311 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7319742,-80.2582127,POINT (-80.2582127 25.7319742)
710,W050774-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 1:21 PM,"247 Greco Avenue, Coral Gables, FL 33146, United States of America",25.73031814,-80.26035883,POINT (-80.26035883 25.73031814)
711,W050773-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 1:06 PM,"4425 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7311207,-80.2579433,POINT (-80.2579433 25.7311207)
712,W050767-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 11:49 AM,"4310 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.73206882,-80.25851018,POINT (-80.25851018 25.73206882)
713,W050764-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/202111:41 AM,"4310 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.73206882,-80.25851018,POINT (-80.25851018 25.73206882)
714,W050761-021221,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/12/2021 11:02 AM,"4310 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.73206882,-80.25851018,POINT (-80.25851018 25.73206882)
715,W050372-020121,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,2/1/2021 3:58 PM,"423 Blue Road, Coral Gables, FL 33146, United States of America",25.72756075,-80.26266071,POINT (-80.26266071 25.72756075)
716,W049031-122820,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,12/28/2020 12:41 PM,"5100 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.72246155,-80.2842552,POINT (-80.2842552 25.72246155)
717,W048847-122120,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/21/2020 1:44 PM,"11036 Monfero Street, Coral Gables, FL 33156, United States of America",25.6735927,-80.274984,POINT (-80.274984 25.6735927)
718,W048745-121720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/1712020 3:59 PM,"728 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.7551494,-80.270455,POINT (-80.270455 25.7551494)
719,W048572-121420,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,12/14/2020 11:22 AM,"912 Cortez Street, Coral Gables, FL 33134, United States of America",25.7623275,-80.27166385,POINT (-80.27166385 25.7623275)
720,W048497-121020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/10/2020 2:47 PM,"3326 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7406338,-80.2586734,POINT (-80.2586734 25.7406338)
721,W048337-120720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/7/2020 10:25 AM,"1136 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75362195,-80.27873855,POINT (-80.27873855 25.75362195)
722,W048298-120420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,12/4/2020 5:58 PM,"1217 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.75319465,-80.28019549,POINT (-80.28019549 25.75319465)
723,W048060-113020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/30/2020 1:41 PM,"126 Orquidea Avenue, Coral Gables, FL 33143, United States of America",25.7003579,-80.2511098,POINT (-80.2511098 25.7003579)
724,W047985-112520,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,11/25/2020 3:35 PM,"385 Campana Avenue, Coral Gables, FL 33156, United States of America",25.6750769,-80.271514,POINT (-80.271514 25.6750769)
725,W047975-112520,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/25/2020 12:49 PM,"6929 Mindello Street, Coral Gables, FL 33146, United States of America",25.7060098,-80.26644041,POINT (-80.26644041 25.7060098)
726,W047909-112320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/23/2020 1:27 PM,"14540 Snapper Drive, Coral Gables, FL 33158, United States of America",25.6357703,-80.2970809,POINT (-80.2970809 25.6357703)
727,W047907-112320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/23/2020 1:22 PM,"6325 Marlin Drive, Coral Gables, FL 33158, United States of America",25.636881,-80.295648,POINT (-80.295648 25.636881)
728,W047906-112320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/23/2020 1:19 PM,"6200 SW 144th St, Palmetto Bay, FL 33158, United States",25.63752667,-80.2934852,POINT (-80.2934852 25.63752667)
729,W047842-112020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/20/2020 4:10 PM,"708 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7543072,-80.26961377,POINT (-80.26961377 25.7543072)
730,W047594-111620,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/16/2020 12:07 PM,"21 Edgewater Drive, Coral Gables, FL 33133, United States of America",25.70728245,-80.25333906,POINT (-80.25333906 25.70728245)
731,W047470-111320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/13/2020 11:27 AM,"3311 Monegro Street, Coral Gables, FL 33134, United States of America",25.74086365,-80.2564849,POINT (-80.2564849 25.74086365)
732,W047457-111320,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/13/2020 10:31 AM,"830 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7628664,-80.2757841,POINT (-80.2757841 25.7628664)
733,W047401-111220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/12/2020 3:48 PM,"6850 Sunrise Terrace, Coral Gables, FL 33133, United States of America",25.70677215,-80.24823141,POINT (-80.24823141 25.70677215)
734,W047399-111220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/12/2020 3:43 PM,"575 Reinante Avenue, Coral Gables, FL 33156, United States of America",25.6874013,-80.2641755,POINT (-80.2641755 25.6874013)
735,W047396-111220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/12/2020 3:19 PM,"6842 Sunrise Terrace, Coral Gables, FL 33133, United States of America",25.7069923,-80.24827546,POINT (-80.24827546 25.7069923)
736,W047367-111220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/12/2020 10:57 AM,"740 Coronado Avenue, Coral Gables, FL 33143, United States of America",25.6947998,-80.2680279,POINT (-80.2680279 25.6947998)
737,W047249-111020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/10/2020 10:09 AM,"1400 Lugo Avenue, Coral Gables, FL 33156, United States of America",25.6524229,-80.2807589,POINT (-80.2807589 25.6524229)
738,W047236-111020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/10/2020 9:11 AM,"385 Campana Avenue, Coral Gables, FL 33156, United States of America",25.6750769,-80.271514,POINT (-80.271514 25.6750769)
739,W047224-111020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/10/2020 8:27 AM,"11031 Monfero Street, Coral Gables, FL 33156, United States of America",25.6736875,-80.2743521,POINT (-80.2743521 25.6736875)
740,W046812-102820,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/28/2020 11:14 AM,"120 Paloma Drive, Coral Gables, FL 33143, United States of America",25.6983415,-80.2510881,POINT (-80.2510881 25.6983415)
741,W046752-102720,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/27/2020 1:04 PM,"501 Alcazar Avenue, Coral Gables, FL 33134, United States of America",25.75272425,-80.26510449,POINT (-80.26510449 25.75272425)
742,W046723-102720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/27/2020 9:00 AM,"610 Reinante Avenue, Coral Gables, FL 33156, United States of America",25.6866797,-80.2648481,POINT (-80.2648481 25.6866797)
743,W046692-102620,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/26/2020 10:22 AM,"645 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75192035,-80.26877387,POINT (-80.26877387 25.75192035)
744,W046670-102520,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/25/2020 3:30 PM,"636 Navarre Avenue, Coral Gables, FL 33134, United States of America",25.75355745,-80.26852886,POINT (-80.26852886 25.75355745)
745,W046559-102120,(Internal) - Drainage Assessments/Improvements,Assigned,High,PW- Central and Engineering,10/21/2020 1:14 PM,"5901 Maggiore Street, Coral Gables, FL 33146, United States of America",25.7146258,-80.26324864,POINT (-80.26324864 25.7146258)
746,W046544-102120,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/21/2020 8:32 AM,"1506 Genoa Street, Coral Gables, FL 33134, United States of America",25.7572882,-80.2808585,POINT (-80.2808585 25.7572882)
747,W046334-101420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/14/2020 1:57 PM,"1027 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.7508786,-80.27635748,POINT (-80.27635748 25.7508786)
748,W046158-100920,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/9/2020 11:29 AM,"6420 Mahi Dr, Coral Gables, FL 33158",25.63470846,-80.29821673,POINT (-80.29821673 25.63470846)
749,W045949-100520,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/5/2020 8:17 AM,"815 South Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7075583,-80.2690429,POINT (-80.2690429 25.7075583)
750,W045921-100220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/2/2020 4:39 PM,"520 Zamora Avenue, Coral Gables, FL 33134, United States of America",25.75609025,-80.26590993,POINT (-80.26590993 25.75609025)
751,W045918-100220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/2/2020 4:34 PM,"600 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75521255,-80.26731959,POINT (-80.26731959 25.75521255)
752,W045917-100220,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/2/2020 4:20 PM,"814 Milan Avenue, Coral Gables, FL 33134, United States of America",25.7570155,-80.27185915,POINT (-80.27185915 25.7570155)
753,W045916-100220,(Internal) - Drainage Assessments/Improvements,Paused,Medium,PW- Central and Engineering,10/2/2020 4:18 PM,"1207 Pizarro Street, Coral Gables, FL 33134, United States of America",25.7603564,-80.27296097,POINT (-80.27296097 25.7603564)
754,W045913-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 4:01 PM,"235 Sidonia Avenue, Coral Gables, FL 33134, United States of America",25.7602197,-80.2602102,POINT (-80.2602102 25.7602197)
755,W045909-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 3:08 PM,"6857 Sunrise Terrace, Coral Gables, FL 33133, United States of America",25.70676235,-80.24772225,POINT (-80.24772225 25.70676235)
756,W045908-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 2:55 PM,"1016 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75373445,-80.27601078,POINT (-80.27601078 25.75373445)
757,W045907-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 2:51 PM,"537 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75573085,-80.26656883,POINT (-80.26656883 25.75573085)
758,W045903-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 2:26 PM,"200 Campina Court, Coral Gables, FL 33134, United States of America",25.77003485,-80.25828916,POINT (-80.25828916 25.77003485)
759,W045902-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 2:14 PM,"1400 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7588265,-80.2592747,POINT (-80.2592747 25.7588265)
760,W045894-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 11:36 AM,"Denny's, 1 Miracle Mile, Coral Gables, FL 33134, United States of America",25.7500164,-80.2552516,POINT (-80.2552516 25.7500164)
761,W045890-100220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/2/2020 9:51 AM,"10 Edgewater Drive, Coral Gables, FL 33133, United States of America",25.7062366,-80.2526094,POINT (-80.2526094 25.7062366)
762,W045876-100120,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,10/1/2020 2:35 PM,"4275 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.73157865,-80.28198815,POINT (-80.28198815 25.73157865)
763,W045875-100120,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/1/2020 2:34 PM,"4275 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.73157865,-80.28198815,POINT (-80.28198815 25.73157865)
764,W045846-100120,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/1/2020 10:58 AM,"3611 Riviera Drive, Coral Gables, FL 33134, United States of America",25.7382919,-80.26411211,POINT (-80.26411211 25.7382919)
765,W045811-093020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/30/2020 2:34 PM,"451 Ridge Road, Coral Gables, FL 33143, United States of America",25.6990672,-80.2630343,POINT (-80.2630343 25.6990672)
766,W045734-092820,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/28/2020 4:54 PM,"815 Jeronimo Drive, Coral Gables, FL 33146, United States of America",25.72962805,-80.27038287,POINT (-80.27038287 25.72962805)
767,W045702-092820,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,9/28/2020 11:49 AM,"446 Minorca Avenue, Coral Gables, FL 33134, United States of America",25.7530593,-80.26474555,POINT (-80.26474555 25.7530593)
768,W045520-092320,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/23/2020 10:23 AM,"1015 Bayamo Avenue, Coral Gables, FL 33146, United States of America",25.70959195,-80.2712821,POINT (-80.2712821 25.70959195)
769,W045409-092120,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/21/2020 11:01 AM,"1028 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.75044155,-80.27643767,POINT (-80.27643767 25.75044155)
770,W045408-092120,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/21/2020 10:49 AM,"4740 Ingraham Terrace, Coral Gables, FL 33133, United States of America",25.70765482,-80.26072792,POINT (-80.26072792 25.70765482)
771,W045178-091420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/14/2020 5:02 PM,"4112 Aurora Street, Coral Gables, FL 33146, United States of America",25.7341052,-80.2596824,POINT (-80.2596824 25.7341052)
772,W045176-091420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/14/2020 4:15 PM,"422 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.744689,-80.26341259,POINT (-80.26341259 25.744689)
773,W045171-091420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/14/2020 3:01 PM,"Isla Dorada Boulevard, Coral Gables, FL 33143, United States of America",25.700802,-80.25310116,POINT (-80.25310116 25.700802)
774,W045050-091 020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/10/2020 3:21 PM,"1237 Ferdinand Street, Coral Gables, FL 33134, United States of America",25.75894175,-80.28513862,POINT (-80.28513862 25.75894175)
775,W044963-090820,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/8/2020 4:42 PM,"3515 Anderson Road, Coral Gables, FL 33134, United States of America",25.7384012,-80.27014293,POINT (-80.27014293 25.7384012)
776,W044962-090820,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/8/2020 4:20 PM,"814 Monterey Street, Coral Gables, FL 33134, United States of America",25.7635869,-80.27429737,POINT (-80.27429737 25.7635869)
777,W044789-090220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/2/2020 1:29 PM,"537 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75573085,-80.26656883,POINT (-80.26656883 25.75573085)
778,W044786-090220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/2/2020 12:35 PM,"442 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7545264,-80.26465349,POINT (-80.26465349 25.7545264)
779,W044774-090220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/2/2020 10:39 AM,"438 Loretto Avenue, Coral Gables, FL 33146, United States of America",25.72671595,-80.26383327,POINT (-80.26383327 25.72671595)
780,W044745-090120,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/1/2020 2:26 PM,"4112 Aurora Street, Coral Gables, FL 33146, United States of America",25.7341052,-80.2596824,POINT (-80.2596824 25.7341052)
781,W044432-082520,Storm Drain/ Catch Basin,Completed,Medium,"PW-
Greenspace Management",8/25/2020 9:36 AM,"426 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75153795,-80.2638338,POINT (-80.2638338 25.75153795)
782,W044431-082520,Storm Drain/ Catch Basin,Completed,Medium,"PW-
Greenspace Management",8/25/2020 9:33 AM,"430 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7514796,-80.26409958,POINT (-80.26409958 25.7514796)
783,W044417-082420,(Internal) - Drainage Assessments/Improvements,Completed,High,PW- Central and Engineering,8/24/2020 4:55 PM,"751 Calatrava Avenue, Coral Gables, FL 33143, United States of America",25.69703295,-80.26849975,POINT (-80.26849975 25.69703295)
784,W044083-081320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,8/13/2020 1:32 PM,"11080 Paradela Street, Coral Gables, FL 33156, United States of America",25.6724351,-80.2759411,POINT (-80.2759411 25.6724351)
785,W044018-081220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,8/12/2020 9:40 AM,"155 Isla Dorada Boulevard, Coral Gables, FL 33143, United States of America",25.69807311,-80.25550595,POINT (-80.25550595 25.69807311)
786,W044015-081220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,8/12/2020 9:30 AM,"901 Obispo Avenue, Coral Gables, FL 33134, United States of America",25.75542065,-80.27361594,POINT (-80.27361594 25.75542065)
787,W044011-081220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,8/12/2020 7:57 AM,"13019 Mar Street, Coral Gables, FL 33156, United States of America",25.6502453,-80.2707362,POINT (-80.2707362 25.6502453)
788,W043753-080520,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,8/5/2020 3:07 PM,"13019 Mar Street, Coral Gables, FL 33156, United States of America",25.6502453,-80.2707362,POINT (-80.2707362 25.6502453)
789,W043594-080320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,8/3/2020 9:13 AM,"358 San Lorenzo Avenue, Coral Gables, FL 33146, United States of America",25.73203467,-80.26169103,POINT (-80.26169103 25.73203467)
790,W043533-073120,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/31/2020 10:45 AM,"1246 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.7502376,-80.28114038,POINT (-80.28114038 25.7502376)
791,W043527-073120,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/31/202010:15AM,"1016 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75373445,-80.27601078,POINT (-80.27601078 25.75373445)
792,W043490-073020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/30/2020 1:40 PM,"1016 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75373445,-80.27601078,POINT (-80.27601078 25.75373445)
793,W043482-073020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,7/30/2020 12:48 PM,"Saint Augustine Church, 1400 Miller Road, Coral Gables, FL 33146, United States of America",25.7186228,-80.28320565,POINT (-80.28320565 25.7186228)
794,W0433S4-072820,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/28/2020 8:30 AM,"6401 Caballero Boulevard, Coral Gables, FL 33146, United States of America",25.70986825,-80.27849683,POINT (-80.27849683 25.70986825)
795,W043210-072320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/23/2020 1:34 PM,"235 Antilla Avenue, Coral Gables, FL 33134, United States of America",25.7606671,-80.2603851,POINT (-80.2603851 25.7606671)
